"hora_id_ref","id_linha","sentido_linha","let_cod_linha","let_destino","let_origem","meta_qtde_onibus"
"12",34644,2,"4092-10","SETOR IIB","TERM. CID. TIRADENTES",2
"12",33173,2,"2766-10","METRÔ ITAQUERA","JD. CAMARGO VELHO",7
"12",34872,2,"2010-10","SHOP. D","PQ. EDU CHAVES",5
"12",33630,2,"172Y-10","METRÔ BELÉM","VL. CONSTANÇA",3
"12",33139,2,"2080-10","TERM. ARICANDUVA","CID. KEMEL",8
"12",33393,2,"1764-10","METRÔ SANTANA","JD. CORISCO",5
"12",33427,2,"1156-10","PÇA. DO CORREIO","VL. SABRINA",7
"12",1288,1,"5757-10","METRÔ CONCEIÇÃO","CID. JÚLIA",6
"12",1132,1,"546A-31","STO. AMARO","JD. APURÁ",4
"12",1977,1,"607C-10","ITAIM BIBI","JD. MIRIAM",9
"12",33103,2,"4717-10","METRÔ SAÚDE","JD. MARIA ESTELA",1
"12",1992,1,"7004-10","EST. STO. AMARO/GUIDO CALOI","TERM. JD. JACIRA",8
"12",34133,2,"9162-10","TERM. CASA VERDE","VL. PENTEADO",1
"12",34722,2,"7011-31","JD. ÂNGELA","JD. DOS REIS",3
"12",1339,1,"8615-10","TERM. PQ. D. PEDRO II","PQ. DA LAPA",5
"12",2177,1,"4002-10","TERM. VL. CARRÃO","GUAIANASES",4
"12",2099,1,"807P-10","STO. AMARO","PARAISÓPOLIS",4
"12",2127,1,"4732-31","METRÔ SAÚDE","VL. LIVIERO",5
"12",2116,1,"908T-10","BUTANTÃ","TERM. PQ. D. PEDRO II",2
"12",807,1,"8199-10","CEM. VL. NOVA CACHOEIRINHA","PIRITUBA",8
"13",1974,1,"5129-41","STO. AMARO","JD. MIRIAM",3
"12",1036,1,"3736-10","METRÔ ARTUR ALVIM","JD. NSA. SRA. DO CARMO",6
"12",361,1,"6422-10","TERM. BANDEIRA","VL. CRUZEIRO",3
"12",34201,2,"9019-10","TERM. PIRITUBA","JD. PAULISTANO",4
"12",33708,2,"2726-10","METRÔ PENHA","LIMOEIRO",7
"12",158,1,"253F-10","TERM. SÃO MATEUS","TERM. A. E. CARVALHO",5
"12",34058,2,"576C-10","TERM. STO. AMARO","METRÔ JABAQUARA",8
"12",33473,2,"272N-10","PQ. D. PEDRO II","PQ. NOVO MUNDO",2
"12",33831,2,"3785-10","METRÔ ITAQUERA","COHAB BARRO BRANCO",5
"12",418,1,"8060-10","TERM. LAPA","VL. PIAUÍ",2
"12",1253,1,"8003-10","TERM. LAPA","REMÉDIOS",1
"12",490,1,"715M-10","LGO. DA PÓLVORA","JD. MARIA LUIZA",9
"12",846,1,"1702-10","TIETÊ","JOVA RURAL",6
"12",35069,2,"209P-1","TERM. PINHEIROS","CACHOEIRINHA",3
"12",422,1,"846M-10","TERM. PINHEIROS","VL. PIAUÍ",1
"12",33299,2,"148L-10","LAPA","COHAB ANTÁRTICA",11
"12",1184,1,"6110-10","AEROPORTO","CONJ. HAB. PALMARES",10
"12",34399,2,"524M-10","SHOP. ARICANDUVA","MASCARENHAS DE MORAIS",6
"12",34842,2,"8023-10","TERM. VL. SÔNIA","CDHU MUNCK",1
"12",32802,2,"6823-10","TERM. CAPELINHA","JD. GUARUJÁ",1
"12",1178,1,"6L02-10","TERM. PARELHEIROS","JD. EUCALIPTOS",1
"12",33239,2,"7282-10","PÇA. RAMOS DE AZEVEDO","PQ. CONTINENTAL",4
"12",33462,2,"2161-10","PÇA. DO CORREIO","PQ. EDU CHAVES",5
"12",2266,1,"2032-10","METRÔ CARANDIRU","JD. BRASIL",2
"12",33698,2,"2717-10","CANGAÍBA","METRÔ GUILHERMINA/ESPERANÇA",2
"12",66,1,"648P-10","TERM. PINHEIROS","TERM. CAPELINHA",3
"12",12,1,"6835-10","TERM. CAPELINHA","VALO VELHO",2
"12",34140,2,"719P-10","TERM. PRINC. ISABEL","TERM. PINHEIROS",2
"12",33434,2,"1721-10","METRÔ CARANDIRU","VL. SABRINA",6
"12",33956,2,"6118-10","TERM. STO. AMARO","JD. ICARAÍ",5
"12",35254,2,"1012-10","JD. MONTE BELO","TERM. JD. BRITANIA",3
"12",919,1,"2707-10","METRÔ ITAQUERA","CHABILÂNDIA",3
"12",1044,1,"3745-10","METRÔ TATUAPÉ","JD. IMPERADOR",6
"12",2446,1,"3051-10","TERM. A. E. CARVALHO","ERMELINO MATARAZZO",4
"12",1891,1,"809P-10","TERM. PINHEIROS","TERM. CAMPO LIMPO",6
"12",33536,2,"4113-10","PÇA. DA REPÚBLICA","GENTIL DE MOURA",6
"12",1150,1,"6061-10","TERM. GRAJAÚ","JD. MARILDA",3
"12",33821,2,"3762-10","METRÔ TATUAPÉ","JD. IVA",6
"12",32782,2,"6825-10","TERM. CAPELINHA","VALO VELHO",2
"12",664,1,"172N-10","METRÔ BELÉM","SHOP. CENTER NORTE",5
"12",32798,2,"6804-10","TERM. JOÃO DIAS","JD. INGÁ",2
"12",904,1,"2018-10","SÃO MIGUEL","JD. CAMPOS",2
"12",32791,2,"6824-10","TERM. CAPELINHA","PQ. FERNANDA",2
"12",1776,1,"6012-31","JD. ÂNGELA","PQ. INDEPENDÊNCIA",1
"12",1433,1,"9019-10","TERM. PIRITUBA","JD. PAULISTANO",4
"12",34930,2,"8027-10","BUTANTÃ","VL. DALVA",3
"12",1443,1,"6960-10","TERM. STO. AMARO","TERM. VARGINHA",6
"12",1882,1,"390E-10","TERM. PQ. D. PEDRO II","TERM. PENHA",3
"12",2600,1,"3069-21","TERM. SÃO MATEUS","JD. ALTO ALEGRE",2
"12",1748,1,"6816-31","TERM. CAPELINHA","JD. MITSUTANI",1
"12",34861,2,"7550-10","METRÔ STA. CECÍLIA","TERM. STO. AMARO",6
"12",544,1,"1744-10","METRÔ SANTANA","LAUZANE PAULISTA",3
"12",33928,2,"6073-10","TERM. VARGINHA","JD. STA. TEREZINHA",7
"12",35215,2,"4055-10","VL. SOLANGE","CPTM GUAIANASES",1
"12",32893,2,"3160-10","TERM. PQ. D. PEDRO II","TERM. VL. PRUDENTE",6
"12",34766,2,"7005-10","JD. ÂNGELA","JD. VERA CRUZ",3
"12",623,1,"175T-10","METRÔ JABAQUARA","METRÔ SANTANA",11
"12",1067,1,"3789-10","METRÔ ITAQUERA","CID. TIRADENTES",1
"12",35033,2,"211L-10","LAPA","MANDAQUI",3
"12",1218,1,"6041-10","STO. AMARO","JD. JANGADEIRO",6
"12",32897,2,"1177-10","LUZ","TERM. A. E. CARVALHO",6
"12",34920,2,"7023-10","TERM. STO. AMARO","JD. NAKAMURA",5
"12",325,1,"4221-10","TERM. PQ. D. PEDRO II","JD. PLANALTO",2
"12",35344,2,"6003-21","EST. MENDES/VL. NATAL","TERM. VARGINHA",3
"12",33272,2,"7545-10","PÇA. RAMOS DE AZEVEDO","JD. JOÃO XXIII",12
"12",34448,2,"4726-10","METRÔ TATUAPÉ","MOOCA",6
"12",368,1,"2076-10","TERM. PENHA","JD. DAS OLIVEIRAS",5
"12",33823,2,"3766-10","METRÔ ITAQUERA","COHAB II",5
"12",111,1,"675X-10","AACD-SERVIDOR","TERM. GRAJAÚ",8
"12",33818,2,"3756-10","METRÔ ITAQUERA ","BARRO BRANCO",4
"12",1949,1,"809L-10","LAPA","CAMPO LIMPO",10
"12",318,1,"407M-10","METRÔ VL. MARIANA","VL. MONUMENTO",1
"12",34430,2,"5032-10","TERM. SACOMÃ","VL. ARAPUÁ",7
"12",34507,2,"6062-51","TERM. STO. AMARO","JD. CASTRO ALVES",5
"12",33312,2,"1744-10","METRÔ SANTANA","LAUZANE PAULISTA",5
"12",35034,2,"2032-10","METRÔ CARANDIRU","JD. BRASIL",4
"12",1282,1,"5131-10","PQ. D. PEDRO II","CID. ADEMAR",2
"12",33987,2,"6042-10","STO. AMARO","JD. TRÊS ESTRELAS",3
"12",2242,1,"609J-10","METRÔ SÃO JUDAS","AEROPORTO",1
"12",34556,2,"6805-31","TERM. JOÃO DIAS","TERM. CAPELINHA",1
"12",689,1,"701A-10","METRÔ VL. MADALENA","PQ. EDU CHAVES",5
"12",708,1,"9354-10","PÇA. DO CORREIO","TERM. CACHOEIRINHA",5
"12",34415,2,"374V-10","METRÔ ITAQUERA","JD. SANTANA",4
"12",34867,2,"807P-10","STO. AMARO","PARAISÓPOLIS",5
"12",34952,2,"4011-10","TERM. SÃO MATEUS","JD. LIMOEIRO",6
"12",1275,1,"502J-10","METRÔ STA. CRUZ","EST. AUTÓDROMO",10
"12",808,1,"848L-10","TERM. PIRITUBA","RECANTO DOS HUMILDES",5
"12",2036,1,"607M-10","TERM. ÁGUA ESPRAIADA","TERM. GRAJAÚ",2
"12",34313,2,"6L07-10","TERM. VARGINHA","JD. STA. FÉ",3
"12",2493,1,"6039-21","COHAB JD. SÃO BENTO","TERM. CAPELINHA",2
"12",33700,2,"2719-10","METRÔ VL. MATILDE","ERMELINO MATARAZZO",7
"12",32956,2,"6014-10","TERM. STO. AMARO","TERM. JD. JACIRA",7
"12",33743,2,"3054-10","HOSP. SAPOPEMBA","JD. PALANQUE",3
"12",1125,1,"5123-10","HOSP. SÃO PAULO","JD. MIRIAM",6
"12",33636,2,"178Y-10","METRÔ JD. SÃO PAULO","VL. AMÉLIA",3
"12",198,1,"675K-10","METRÔ STA. CRUZ","TERM. JD. ÂNGELA",18
"12",2499,1,"2033-10","SHOP. D","VL. SABRINA",2
"12",392,1,"273X-10","METRÔ ARTUR ALVIM","JD. DAS OLIVEIRAS",7
"12",796,1,"775F-10","HOSP. DAS CLÍNICAS","JD. DAS PALMAS",8
"12",33044,2,"3021-10","TERM. VL PRUDENTE","PQ. BANCÁRIO",1
"12",33957,2,"6120-10","TERM. GRAJAÚ","JD. LUCÉLIA",3
"12",2083,1,"8026-10","TERM. VL. SÔNIA","JD. INGÁ",5
"12",33652,2,"9090-10","TERM. CASA VERDE","PQ. TIETÊ",3
"12",332,1,"4708-10","METRÔ VL. MARIANA","JD. CLÍMAX",2
"12",635,1,"1772-10","METRÔ TUCURUVI","JD. FILHOS DA TERRA",5
"12",33695,2,"2714-10","VL. RUI BARBOSA","METRÔ VL. MATILDE",4
"12",1588,1,"6072-10","TERM. VARGINHA","JD. SÃO NICOLAU",5
"12",34895,2,"4732-31","METRÔ SAÚDE","VL. LIVIERO",3
"12",33135,2,"2031-10","TERM. A. E. CARVALHO","CID. KEMEL II",4
"12",33461,2,"2127-10","LIBERDADE","PQ. EDU CHAVES",6
"12",33918,2,"6061-10","TERM. GRAJAÚ","JD. MARILDA",5
"12",35028,2,"2023-10","METRÔ TUCURUVI","CACHOEIRA",5
"12",33577,2,"9188-10","LAPA","CAPELA DA LAGOA ",5
"12",1009,1,"3712-10","METRÔ ITAQUERA","JD. SÃO JOÃO",3
"12",957,1,"3019-10","VL. PAULISTA I","TERM. CID. TIRADENTES",1
"12",34685,2,"8605-10","TERM. BANDEIRA","TERM. CAMPO LIMPO",7
"12",464,1,"957T-10","VL. OLÍMPIA","COHAB TAIPAS",6
"12",1022,1,"3725-10","VL. DALILA","METRÔ VL. MATILDE",3
"12",33937,2,"6084-10","TERM. VARGINHA","JD. CHÁC. DO SOL",9
"12",897,1,"2008-10","CPTM ITAIM PAULISTA","JD. NSA. SRA. DO CAMINHO",2
"12",591,1,"978J-10","TERM. PRINC. ISABEL","VOITH",3
"12",2112,1,"3206-10","CONJ. CHAPARRAL","METRÔ PENHA",1
"12",892,1,"2004-10","CPTM GUAIANASES","JD. NSA. SRA. DO CAMINHO",3
"12",33735,2,"3031-10","METRÔ ITAQUERA","JD. ALTO PAULISTANO",4
"12",33993,2,"6050-10","TERM. GRAJAÚ","PQ. COCAIA",1
"12",35075,2,"809U-21","METRÔ VILA MADALENA","METRÔ BARRA FUNDA",2
"12",33477,2,"971D-10","SHOP. CENTER NORTE","JD. DAMASCENO",6
"12",1043,1,"3743-10","METRÔ ITAQUERA","SÃO MATEUS",2
"12",33726,2,"3020-10","SHOP. ARICANDUVA","COHAB JOSÉ BONIFÁCIO ",2
"12",1635,1,"5026-10","JD. SÃO ROBERTO","CONJ. TEOTÔNIO VILELA",1
"12",2211,1,"519M-10","MUSEU DO IPIRANGA","SÃO MATEUS",4
"12",35077,2,"4027-41","SÃO MATEUS","MORRO DO CRUZEIRO",2
"12",34393,2,"5141-10","PÇA. DO CORREIO","TERM. SAPOPEMBA",2
"12",33626,2,"172P-10","METRÔ BELÉM","VL. ZILDA",10
"12",34114,2,"8016-10","TERM. PIRITUBA","JD. RINCÃO",4
"12",827,1,"9784-10","METRÔ BARRA FUNDA","JD. DOS FRANCOS",7
"12",34049,2,"5129-10","TERM. GUARAPIRANGA","JD. MIRIAM",9
"12",1628,1,"5143-10","TERM. PQ. D. PEDRO II","TERM. SAPOPEMBA",3
"12",63,1,"6455-10","LGO. SÃO FRANCISCO","TERM. CAPELINHA",3
"12",33229,2,"9500-10","PÇA. DO CORREIO","TERM. CACHOEIRINHA",6
"12",787,1,"746K-10","CAMPO BELO","PARAISÓPOLIS",3
"12",34947,2,"4005-10","BARRO BRANCO","TERM. CID. TIRADENTES",2
"12",925,1,"2711-10","METRÔ PATRIARCA","PONTE RASA",3
"12",34935,2,"407F-10","METRÔ BELÉM","TERM. SÃO MATEUS",3
"12",33847,2,"3099-10","JD. DA CONQUISTA","HOSP. SÃO MATEUS",6
"12",2515,1,"3008-10","CPTM ITAIM PAULISTA","JD. MIRIAM",2
"12",33255,2,"714C-10","PAULISTA","COHAB EDUCANDÁRIO",3
"12",593,1,"5175-10","PÇA. DA SÉ","BALN. SÃO FRANCISCO",16
"12",57,1,"6400-10","TERM. BANDEIRA","TERM. JOÃO DIAS",2
"12",1662,1,"5032-10","TERM. SACOMÃ","VL. ARAPUÁ",9
"12",34834,2,"809J-10","METRÔ MORUMBI","JD. COLOMBO",2
"12",2488,1,"775F-31","PQ. DO POVO","JD. DAS PALMAS",6
"12",2265,1,"211L-10","LAPA","MANDAQUI",3
"12",33266,2,"748A-10","LAPA","JD. D'ABRIL",4
"12",909,1,"2201-10","CPTM GUAIANASES","DIV. DE FERRAZ",1
"12",34391,2,"574R-10","METRÔ BELÉM","TERM. SAPOPEMBA",3
"12",1177,1,"6092-10","TERM. GRAJAÚ","JD. DAS PEDRAS",3
"12",933,1,"2720-10","METRÔ GUILHERMINA/ESPERANÇA","JD. BELÉM",5
"12",1361,1,"8542-21","TERM. LAPA","BRASILÂNDIA",4
"12",903,1,"2017-10","SÃO MIGUEL","JD. ROBRU",4
"12",33009,2,"2767-10","METRÔ TATUAPÉ","CID. PEDRO JOSÉ NUNES",1
"12",35295,2,"4008-21","CIRCULAR","COHAB JOSÉ BONIFÁCIO C ",1
"12",34454,2,"575C-10","VL MATIAS","IPIRANGA",1
"12",1999,1,"7005-51","METRÔ CAPÃO REDONDO ","JD. VERA CRUZ",2
"12",1294,1,"6358-10","TERM. BANDEIRA","JD. LUSO",8
"12",177,1,"6021-10","JD. NOVA ERA","TERM. VARGINHA",5
"12",33701,2,"2720-10","METRÔ GUILHERMINA/ESPERANÇA","JD. BELÉM",6
"12",33781,2,"3718-10","NOVA AMERICA","METRÔ ARTUR ALVIM",4
"12",34740,2,"5106-21","TERM. ÁGUA ESPRAIADA","JD. SELMA",14
"12",810,1,"9191-10","BOM RETIRO","JD. ELISA MARIA",10
"12",34977,2,"5110-10","TERM. MERCADO","TERM. SÃO MATEUS",15
"12",33916,2,"6057-10","TERM. GRAJAÚ","VL. NATAL",4
"12",34202,2,"9020-10","TERM. PIRITUBA","VL. MIRANTE",3
"12",694,1,"2161-10","PÇA. DO CORREIO","PQ. EDU CHAVES",2
"12",35275,2,"8300-1","TERM. LAPA","TERM. PIRITUBA",1
"12",33596,2,"9785-10","METRÔ BARRA FUNDA","VL. TEREZINHA",7
"12",1515,1,"5614-10","PÇA. JOÃO MENDES","ELDORADO",5
"12",1180,1,"6L04-10","TERM. PARELHEIROS","JD. ORIENTAL/FONTES",2
"12",2159,1,"4003-10","E.T. ITAQUERA","INÁCIO MONTEIRO",4
"12",34560,2,"2740-10","METRÔ SANTANA","PEDRA BRANCA",3
"12",33991,2,"6046-10","STO. AMARO","JD. SÃO BENTO NOVO",3
"12",33911,2,"6051-10","TERM. VARGINHA","JD. ITAJAÍ",1
"12",2018,1,"675K-23","MOEMA","VL. REMO",1
"12",446,1,"8686-10","LGO. DO PAISSANDÚ","MANGALOT",2
"12",33597,2,"9789-10","METRÔ BARRA FUNDA","JD. PAULISTANO",6
"12",33426,2,"971A-10","SHOP. D","JD. PRIMAVERA",6
"12",813,1,"938V-10","METRÔ BARRA FUNDA","JD. VISTA ALEGRE",8
"12",1680,1,"4726-10","METRÔ TATUAPÉ","MOOCA",6
"12",1937,1,"1720-21","METRÔ TUCURUVI","VILA SABRINA",2
"12",34461,2,"3721-41","METRÔ ITAQUERA","SHOP. ARICANDUVA",6
"12",33673,2,"2019-10","SHOP. PENHA","PQ. PAINEIRAS",5
"12",935,1,"2722-10","METRÔ GUILHERMINA/ESPERANÇA","JD. VERONIA",6
"12",33028,2,"2059-10","CPTM GUAIANASES","SÃO MIGUEL",7
"12",34483,2,"524L-10","METRÔ TATUAPÉ","PQ. SÃO LUCAS",3
"12",2230,1,"1015-10","CHÁC. MARIA TRINDADE","TERM. JD. BRITÂNIA",2
"12",33157,2,"273J-10","METRÔ PENHA","JD. ROMANO",5
"12",1182,1,"6L08-10","HOSP. PARELHEIROS","JD. SÃO NICOLAU",3
"12",33706,2,"2724-10","CONJ. ARAUCÁRIA","METRÔ ARTUR ALVIM",3
"12",2174,1,"4314-10","TERM. PQ. D. PEDRO II","INÁCIO MONTEIRO",6
"12",35375,2,"8084-10","CID. UNIVERSITÁRIA","METRÔ BUTANTÃ",2
"12",33783,2,"372F-10","METRÔ BRESSER","UNIV. SÃO JUDAS TADEU",2
"12",34962,2,"407A-10","LGO. DA CONCÓRDIA","SHOP. ARICANDUVA",6
"12",231,1,"273V-10","METRÔ PENHA","PARADA XV DE NOVEMBRO",1
"12",33224,2,"917H-10","METRÔ VL. MARIANA","TERM. PIRITUBA",9
"12",1221,1,"6044-10","TERM. STO. AMARO","JD. D. JOSÉ",4
"12",33648,2,"9032-10","TERM. CACHOEIRINHA","JD. DAMASCENO",5
"12",885,1,"9181-10","LAPA","VL. TEREZINHA",10
"12",35338,2,"1012-21","JD. ROSINHA","TERM. JD. BRITÂNIA",1
"12",32773,2,"6801-10","TERM. JOÃO DIAS","JD. IBIRAPUERA",1
"12",1792,1,"2740-10","METRÔ SANTANA","PEDRA BRANCA",3
"12",860,1,"172U-10","MOOCA","CEM. PQ. DOS PINHEIROS",7
"12",675,1,"175P-10","ANA ROSA","METRÔ SANTANA",10
"12",962,1,"3026-10","CPTM GUAIANASES","VL. IOLANDA II",3
"12",34246,2,"675L-10","METRÔ STA. CRUZ","TERM. STO. AMARO",2
"12",34022,2,"8004-10","TERM. LAPA","STA. MÔNICA",3
"12",1789,1,"1778-10","METRÔ SANTANA","JD. CABUÇU",2
"12",1268,1,"9012-10","TERM. LAPA","ITABERABA",1
"12",1434,1,"9020-10","TERM. PIRITUBA","VL. MIRANTE",1
"12",33907,2,"5759-31","METRÔ CONCEIÇÃO","PQ. PRIMAVERA",7
"12",1366,1,"917M-10","METRÔ ANA ROSA","MORRO GRANDE",9
"12",32908,2,"2522-10","METRÔ ITAQUERA","JD. STO. ANTÔNIO",2
"12",1617,1,"5164-41","METRÔ CONCEIÇÃO","VL. GUARANI",1
"12",2004,1,"6072-23","BALN. SÃO JOSÉ","TERM. VARGINHA",4
"12",33284,2,"106A-10","ITAIM BIBI","METRÔ SANTANA",9
"12",34660,2,"857R-10","ACLIMAÇÃO","TERM. CAMPO LIMPO",7
"12",1986,1,"6076-41","TERM. STO. AMARO","JD. SATÉLITE II",1
"12",70,1,"5362-10","PÇA. DA SÉ","PQ. RES. COCAIA",7
"12",34196,2,"856R-10","SOCORRO","LAPA",12
"12",2510,1,"875C-1","METRÔ STA. CRUZ","TERM. LAPA",4
"12",33713,2,"2730-10","METRÔ ARTUR ALVIM","VL. JACUI",11
"12",803,1,"819A-10","JD. PRIMAVERA","CPTM VL. AURORA",11
"12",116,1,"9300-10","TERM. PQ. D. PEDRO II","TERM. CASA VERDE",5
"12",2243,1,"809V-10","METRÔ - TRIANON - MASP","VL. GOMES",1
"12",1984,1,"745M-21","PQ. FIGUEIRA GRANDE","CAMPO LIMPO",3
"12",1223,1,"6046-10","STO. AMARO","JD. SÃO BENTO NOVO",3
"12",6,1,"6837-10","TERM. CAPELINHA","SHOP. PORTAL",6
"12",61,1,"6451-10","TERM. BANDEIRA","TERM. CAPELINHA",16
"12",33687,2,"2707-10","METRÔ ITAQUERA","CHABILÂNDIA",3
"12",1916,1,"807M-10","SHOP. MORUMBI","TERM. CAMPO LIMPO",9
"12",33790,2,"3725-10","VL. DALILA","METRÔ VL. MATILDE",4
"12",33691,2,"2709-31","VL. UNIÃO","METRÔ PATRIARCA",1
"12",45,1,"5318-10","PÇA. DA SÉ","CHÁC. SANTANA",7
"12",923,1,"2709-31","VL. UNIÃO","METRÔ PATRIARCA",1
"12",961,1,"3025-10","CPTM GUAIANASES","JD. WILMA FLOR",4
"12",931,1,"2718-10","METRÔ PENHA","VL. SÍLVIA",5
"12",33040,2,"546T-10","TERM. STO. AMARO","VL. GUACURI",14
"12",884,1,"9090-10","TERM. CASA VERDE","PQ. TIETÊ",3
"12",34077,2,"6049-10","STO. AMARO","VALO VELHO",5
"12",874,1,"9006-10","TERM. CACHOEIRINHA","VL. PENTEADO",2
"12",253,1,"3063-10","TERM. SÃO MATEUS","GUAIANASES",4
"12",34882,2,"307C-10","METRÔ ARTUR ALVIM","CONJ. ENCOSTA NORTE",5
"12",32932,2,"352A-10","TERM. SÃO MATEUS","JD. HELENA",7
"12",899,1,"2013-10","CACHOEIRINHA","COHAB ANTÁRTICA",4
"12",34431,2,"5034-10","TERM. SACOMÃ","VL. LIVIERO",3
"12",2530,1,"4020-10","JD. NOVO HORIZONTE","E. T. ITAQUERA",3
"12",201,1,"6840-10","TERM. CAPELINHA","TERM. JD. JACIRA",4
"12",1042,1,"3742-10","METRÔ ITAQUERA","JD. LARANJEIRA",5
"12",33625,2,"172K-10","METRÔ TATUAPÉ","JD. TREMEMBÉ",11
"12",616,1,"971R-42","METRÔ SANTANA","CDHU VOITH",1
"12",34684,2,"807M-10","SHOP. MORUMBI","TERM. CAMPO LIMPO",7
"12",243,1,"2770-10","METRÔ VL. MATILDE","CPTM JOSÉ BONIFÁCIO",4
"12",34938,2,"4210-10","TERM. PQ. D. PEDRO II","TERM. CID. TIRADENTES",9
"12",1630,1,"573H-10","METRÔ BRESSER","HOSP. SAPOPEMBA",9
"12",1128,1,"5128-10","METRÔ CONCEIÇÃO","JD. APURÁ",4
"12",33660,2,"2004-10","CPTM GUAIANASES","JD. NSA. SRA. DO CAMINHO",3
"12",33986,2,"6041-10","STO. AMARO","JD. JANGADEIRO",6
"12",33502,2,"3141-10","TERM. PQ. D. PEDRO II","SÃO MATEUS",6
"12",33624,2,"172J-10","TATUAPÉ","JD. BRASIL",7
"12",34107,2,"8615-10","TERM. PQ. D. PEDRO II","PQ. DA LAPA",9
"12",33372,2,"576M-10","PINHEIROS","VL. CLARA",9
"12",33018,2,"2523-10","TERM. A. E. CARVALHO","VL. PROGRESSO",5
"12",1173,1,"6L05-10","TERM. PARELHEIROS","BARRAGEM",2
"12",658,1,"971A-10","SHOP. D","JD. PRIMAVERA",4
"12",33226,2,"9301-10","PÇA. DO CORREIO","TERM. CASA VERDE",2
"12",34434,2,"5036-10","TERM. SACOMÃ","JD. CELESTE",3
"12",34747,2,"6002-10","HOSP. PEDREIRA","CID. DUTRA",1
"12",33939,2,"6L01-10","TERM. VARGINHA","MARSILAC",9
"12",2520,1,"1896-10","PÇA. RAMOS DE AZEVEDO","JARAGUÁ",3
"12",33094,2,"4286-10","TERM. VL PRUDENTE","VL. INDUSTRIAL",1
"12",1337,1,"817C-10","HOSP. DAS CLÍNICAS","LAPA",3
"12",32877,2,"675R-10","METRÔ JABAQUARA","GRAJAÚ",4
"12",35263,2,"1019-10","TERM. PIRITUBA","SOL NASCENTE",3
"12",33214,2,"8686-10","LGO. DO PAISSANDÚ","MANGALOT",1
"12",34851,2,"8026-10","TERM. VL. SÔNIA","JD. INGÁ",2
"12",14,1,"6825-10","TERM. CAPELINHA","VALO VELHO",3
"12",32834,2,"648P-10","TERM. PINHEIROS","TERM. CAPELINHA",4
"12",34536,2,"9011-21","CITY JARAGUÁ","CPTM JARAGUÁ",2
"12",33988,2,"6043-10","TERM. STO. AMARO","JD. CAPELINHA",4
"12",33336,2,"967A-10","PINHEIROS","IMIRIM",6
"12",33170,2,"3459-10","TERM. PQ. D. PEDRO II","ITAIM PAULISTA",16
"12",33600,2,"1018-10","METRÔ SANTANA","VL. ROSA",4
"12",1887,1,"7053-10","TERM. CAMPO LIMPO","JD. MACEDÔNIA",2
"12",34273,2,"6970-10","TERM. STO. AMARO","TERM. GRAJAÚ",3
"12",35271,2,"707K-10","METRÔ JABAQUARA","TERM. GUARAPIRANGA",9
"12",683,1,"271F-10","METRÔ BELÉM     ","CENTER NORTE",3
"12",775,1,"7013-10","TERM. VL. SÔNIA","PQ. ARARIBA",2
"12",34332,2,"5025-10","METRÔ TAMANDUATEÍ","JD. GUAIRACÁ",3
"12",34742,2,"5129-41","STO. AMARO","JD. MIRIAM",4
"12",34932,2,"6045-21","TERM. CAPELINHA","VALO VELHO",4
"12",1242,1,"6812-10","JD. ANGELA","JD. CAPELA",3
"12",33841,2,"3795-10","METRÔ ITAQUERA","JD. SÃO CARLOS",1
"12",2270,1,"2029-10","METRÔ TUCURUVI","JD. FONTÁLIS",2
"12",2068,1,"809D-10","TERM. PINHEIROS","COHAB EDUCANDÁRIO",1
"12",32794,2,"6816-10","TERM. CAPELINHA","JD. MITSUTANI",2
"12",34059,2,"577T-10","METRÔ ANA ROSA","JD. MIRIAM",4
"12",33325,2,"1760-10","SHOP. CENTER NORTE","COHAB ANTÁRTICA",3
"12",2180,1,"4006-10","CIRCULAR","JD. NOVA VITÓRIA",1
"12",2595,1,"606C-10","CANTINHO DO CÉU","CIRCULAR",1
"12",604,1,"576M-10","PINHEIROS","VL. CLARA",4
"12",1095,1,"4025-10","METRÔ TATUAPÉ","VL. CALIFÓRNIA",9
"12",32800,2,"6806-10","TERM. JOÃO DIAS","JD. NOVO ORIENTE",1
"12",32912,2,"2762-10","METRÔ TATUAPÉ","ERMELINO MATARAZZO",4
"12",930,1,"2717-10","CANGAÍBA","METRÔ GUILHERMINA/ESPERANÇA",2
"12",473,1,"775A-10","PINHEIROS","JD. ADALGIZA",3
"12",687,1,"351F-10","TERM. VL. CARRÃO","JAÇANÃ",2
"12",849,1,"1705-10","METRÔ TUCURUVI","JD. SÃO JOÃO",7
"12",868,1,"178Y-10","METRÔ JD. SÃO PAULO","VL. AMÉLIA",7
"12",33079,2,"314V-10","PÇA. ALMEIDA JR.","VL. EMA",2
"12",34822,2,"8600-22","LGO. DO PAISSANDÚ","VL. IÓRIO",4
"12",707,1,"9166-10","TERM. CACHOEIRINHA","JD. STA. CRUZ",1
"12",33346,2,"8548-10","TERM. LAPA","PARADA DE TAIPAS",3
"12",1105,1,"414P-10","TERM. NORTE METRÔ CARRÃO","VL. INDUSTRIAL",7
"12",34139,2,"6262-10","TERM. BANDEIRA","CEASA",5
"12",2607,1,"8084-10","CID. UNIVERSITÁRIA","METRÔ BUTANTÃ",3
"12",1116,1,"5012-10","JABAQUARA","VL. GUACURI",10
"12",33402,2,"1771-10","METRÔ SANTANA","JD. FONTÁLIS",5
"12",912,1,"2590-10","PQ. D. PEDRO II","UNIÃO DE VL. NOVA",11
