"hora_id_ref","id_linha","sentido_linha","let_cod_linha","let_destino","let_origem","meta_qtde_onibus"
"04",33680,2,"2590-10","PQ. D. PEDRO II","UNIÃO DE VL. NOVA",1
"04",32990,2,"273D-10","METRÔ ARTUR ALVIM","PQ. D. JOÃO NERY",2
"04",33726,2,"3020-10","SHOP. ARICANDUVA","COHAB JOSÉ BONIFÁCIO ",1
"04",32903,2,"2363-10","TERM. PQ. D. PEDRO II","JD. DANFER",1
"04",33333,2,"178T-10","CEASA","METRÔ SANTANA",2
"04",34960,2,"403A-10","TERM. PENHA","CPTM JOSÉ BONIFÁCIO",1
"04",254,1,"3063-41","TERM. SÃO MATEUS","GUAIANASES",2
"04",33543,2,"7013-10","TERM. VL. SÔNIA","PQ. ARARIBA",1
"04",34773,2,"6L10-41","TERM. VARGINHA","MESSIÂNICA",2
"04",34507,2,"6062-51","TERM. STO. AMARO","JD. CASTRO ALVES",1
"04",2182,1,"4008-10","TERM. VL. CARRÃO","JD. CIBELE",1
"04",565,1,"178T-10","CEASA","METRÔ SANTANA",1
"04",2450,1,"189L-10","LAPA","CONEXÃO VL. IÓRIO",1
"04",392,1,"273X-10","METRÔ ARTUR ALVIM","JD. DAS OLIVEIRAS",4
"04",33646,2,"9011-10","TERM. CACHOEIRINHA","CPTM JARAGUÁ",5
"04",1876,1,"4092-10","SETOR IIB","TERM. CID. TIRADENTES",1
"04",33488,2,"3032-10","CIRCULAR","TERM. VL. CARRÃO",1
"04",33043,2,"675P-10","METRÔ CONCEIÇÃO","SHOP. SP MARKET",3
"04",33954,2,"6116-10","TERM. GRAJAÚ","JD. PRAINHA",2
"04",1322,1,"695T-10","METRÔ VL. MARIANA","TERM. CAPELINHA",2
"04",1029,1,"3732-10","METRÔ ITAQUERA","CPTM JOSÉ BONIFÁCIO",4
"04",33803,2,"3735-10","JD. SÃO JOÃO ","METRÔ ARTUR ALVIM",1
"04",1882,1,"390E-10","TERM. PQ. D. PEDRO II","TERM. PENHA",2
"04",33817,2,"3754-10","METRÔ ITAQUERA","INÁCIO MONTEIRO",2
"04",33674,2,"2021-10","CPTM GUAIANASES","JD. BANDEIRANTES",3
"04",1211,1,"6028-10","TERM. STO. AMARO","RIVIERA",4
"04",2347,1,"N335-11","ERMELINO MATARAZZO","TERM. PENHA",1
"04",304,1,"476A-10","TERM. STO. AMARO","IPIRANGA",1
"04",2004,1,"6072-23","BALN. SÃO JOSÉ","TERM. VARGINHA",5
"04",238,1,"2756-10","METRÔ PATRIARCA","GUAIANASES",1
"04",1169,1,"6084-10","TERM. VARGINHA","JD. CHÁC. DO SOL",2
"04",35105,2,"N303-11","TERM. ARICANDUVA","TERM. A. E. CARVALHO",1
"04",33806,2,"3738-10","METRÔ ITAQUERA","COHAB JUSCELINO",2
"04",35032,2,"2030-10","METRÔ SANTANA","LAUZANE PAULISTA",1
"04",914,1,"2702-10","METRÔ ARTUR ALVIM","VL. AMERICANA",4
"04",35197,2,"N802-11","TERM. PQ. D. PEDRO II","TERM. PINHEIROS",1
"04",1160,1,"6073-10","TERM. VARGINHA","JD. STA. TEREZINHA",1
"04",687,1,"351F-10","TERM. VL. CARRÃO","JAÇANÃ",2
"04",283,1,"3746-10","METRÔ BELÉM","JD. IMPERADOR",1
"04",35126,2,"N402-11","TERM. VL. CARRÃO","METRÔ ITAQUERA",1
"04",34826,2,"807J-10","SHOP. MORUMBI","TERM. CAMPO LIMPO",1
"04",33342,2,"8215-10","PÇA. DO CORREIO","JD. PAULISTANO",1
"04",231,1,"273V-10","METRÔ PENHA","PARADA XV DE NOVEMBRO",1
"04",2527,1,"4008-21","CIRCULAR","COHAB JOSÉ BONIFÁCIO C ",1
"04",1523,1,"5091-10","METRÔ SÃO JUDAS","JD. UBIRAJARA",1
"04",2290,1,"N134-11","TAIPAS","TERM. CACHOEIRINHA",1
"04",1646,1,"5103-10","MOEMA","TERM. SACOMÃ",2
"04",33556,2,"746P-10","STO. AMARO","PARAISÓPOLIS",1
"04",33648,2,"9032-10","TERM. CACHOEIRINHA","JD. DAMASCENO",1
"04",34050,2,"5131-10","PQ. D. PEDRO II","CID. ADEMAR",1
"04",33136,2,"2076-10","TERM. PENHA","JD. DAS OLIVEIRAS",1
"04",871,1,"9004-10","TERM. CACHOEIRINHA","JD. ELISA MARIA",2
"04",1132,1,"546A-31","STO. AMARO","JD. APURÁ",1
"05",33267,2,"748A-41","LAPA","JD. PERI PERI",1
"04",19,1,"6820-10","TERM. CAPELINHA","JD. DAS ROSAS",3
"04",2072,1,"8705-10","ANHANGABAÚ","SHOP. CONTINENTAL",4
"04",1632,1,"573T-10","METRÔ CARRÃO","TERM. SAPOPEMBA",4
"04",166,1,"3686-10","TERM. PQ. D. PEDRO II","JD. SÃO PAULO",2
"04",134,1,"2060-10","METRÔ ARTUR ALVIM","TERM. A. E. CARVALHO",1
"04",889,1,"978T-10","METRÔ BARRA FUNDA","JD. GUARANI",5
"04",960,1,"3023-10","PQ. SÃO RAFAEL","SHOP. ARICANDUVA",4
"04",35140,2,"N439-11","COHAB FAZENDA DO CARMO","METRÔ ITAQUERA",1
"04",35012,2,"809N-10","LAPA","VL. DALVA",1
"04",33627,2,"172R-10","METRÔ BELÉM","JAÇANÃ",2
"04",34950,2,"4008-10","TERM. VL. CARRÃO","JD. CIBELE",1
"04",33302,2,"148P-10","METRÔ BARRA FUNDA","PEDRA BRANCA",1
"04",33354,2,"938C-10","TERM. PRINC. ISABEL","COHAB TAIPAS",1
"04",34847,2,"8072-10","METRÔ MORUMBI","PQ. IPÊ",1
"04",335,1,"4717-10","METRÔ SAÚDE","JD. MARIA ESTELA",1
"04",33276,2,"778J-10","METRÔ BARRA FUNDA","JD. ARPOADOR",1
"04",2520,1,"1896-10","PÇA. RAMOS DE AZEVEDO","JARAGUÁ",2
"04",33917,2,"6058-10","TERM. VARGINHA","JD. NORONHA",5
"04",1792,1,"2740-10","METRÔ SANTANA","PEDRA BRANCA",1
"04",34409,2,"5145-10","PÇA. ALMEIDA JR.","TERM. SAPOPEMBA",1
"04",34893,2,"5119-23","INSTITUTO LUCY MONTORO","TERM. JOÃO DIAS",1
"04",33915,2,"6056-10","TERM. GRAJAÚ","PQ. STA. CECÍLIA",3
"04",367,1,"2031-10","TERM. A. E. CARVALHO","CID. KEMEL II",1
"04",33883,2,"5011-10","STO. AMARO","ELDORADO",1
"04",1267,1,"8500-10","METRÔ BARRA FUNDA","TERM. PIRITUBA",1
"04",35188,2,"N739-11","JD. UNIVERSAL","TERM. CAPELINHA",1
"04",33694,2,"2712-10","SHOP. METRÔ ITAQUERA","JD. SÃO NICOLAU",1
"04",1226,1,"6059-10","STO. AMARO","JD. UNIVERSAL",1
"04",1054,1,"3763-10","METRÔ TATUAPÉ","TERM. VL. CARRÃO",3
"04",35139,2,"N438-11","HOSP. STA. MARCELINA","METRÔ ITAQUERA",1
"04",35130,2,"N406-11","TERM. SÃO MATEUS","TERM. CID. TIRADENTES",1
"04",1892,1,"857R-10","ACLIMAÇÃO","TERM. CAMPO LIMPO",2
"04",32897,2,"1177-10","LUZ","TERM. A. E. CARVALHO",5
"04",33899,2,"546A-10","STO. AMARO","JD. APURÁ",1
"04",33422,2,"1788-51","METRÔ SANTANA","JD. CAMPO LIMPO",1
"04",1161,1,"6074-10","EST. JURUBATUBA","JD. GAIVOTAS",5
"04",34693,2,"857A-10","METRÔ STA. CRUZ","TERM. CAMPO LIMPO",1
"04",33928,2,"6073-10","TERM. VARGINHA","JD. STA. TEREZINHA",8
"04",35179,2,"N706-11","TERM. PINHEIROS","TERM. CAMPO LIMPO",1
"04",1442,1,"5370-10","LGO. SÃO FRANCISCO","TERM. VARGINHA",4
"04",2606,1,"8083-10","METRÔ BUTANTÃ","CID. UNIVERSITÁRIA",1
"04",2173,1,"4313-10","TERM. PQ. D. PEDRO II","TERM. CID. TIRADENTES",10
"04",34007,2,"677A-10","ITAIM BIBI","TERM. JD. ÂNGELA",2
"04",2015,1,"546J-31","STO. AMARO","JD. SELMA",2
"04",568,1,"967A-10","PINHEIROS","IMIRIM",1
"04",805,1,"8194-10","TERM. CACHOEIRINHA","PERUS",3
"04",35158,2,"N538-11","JD. CELESTE","TERM. SACOMÃ",1
"04",34857,2,"9051-10","TERM. PINHEIROS","LAPA",1
"04",35174,2,"N701-11","TERM. PQ. D. PEDRO II","TERM. STO. AMARO",1
"04",35121,2,"N341-11","VL. CISPER (CPTM USP)","TERM. SÃO MIGUEL",1
"04",35129,2,"N405-11","METRÔ ITAQUERA","TERM. VL. CARRÃO",1
"04",34717,2,"809L-10","LAPA","CAMPO LIMPO",1
"04",2167,1,"407F-10","METRÔ BELÉM","TERM. SÃO MATEUS",1
"04",34607,2,"3098-31","JD. ELIZABETH","SÃO MATEUS",1
"04",34238,2,"3902-10","CPTM GUAIANASES","CPTM JD. ROMANO",1
"04",34077,2,"6049-10","STO. AMARO","VALO VELHO",1
"04",33702,2,"2721-10","METRÔ ITAQUERA","JD. NAZARÉ",3
"04",32805,2,"609F-10","TERM. PRINC. ISABEL","CHÁC. SANTANA",1
"04",1309,1,"6049-10","STO. AMARO","VALO VELHO",2
"04",1851,1,"5109-10","TERM. MERCADO","TERM. VL. PRUDENTE",2
"04",34403,2,"5026-10","JD. SÃO ROBERTO","CONJ. TEOTÔNIO VILELA",1
"04",2383,1,"N531-11","TERM. VL. PRUDENTE","TERM. SAPOPEMBA",1
"04",2373,1,"N440-11","SAVOY/DALILA","TERM. VL. CARRÃO",1
"04",164,1,"352A-10","TERM. SÃO MATEUS","JD. HELENA",2
"04",1924,1,"7059-10","TERM. CAMPO LIMPO","PQ. DO ENGENHO",1
"04",862,1,"172Y-10","METRÔ BELÉM","VL. CONSTANÇA",3
"04",35218,2,"189L-10","LAPA","CONEXÃO VL. IÓRIO",2
"04",1988,1,"3728-41","PQ. NOVA SAVOY","METRÔ ARTUR ALVIM",1
"04",34085,2,"6475-10","TERM. BANDEIRA","JD. VAZ DE LIMA",1
"04",35128,2,"N404-11","TERM. PENHA","TERM. SÃO MATEUS",1
"04",35094,2,"N237-11","PQ. EDU CHAVES","METRÔ TUCURUVI",1
"04",912,1,"2590-10","PQ. D. PEDRO II","UNIÃO DE VL. NOVA",6
"04",793,1,"756A-10","TERM. ÁGUA ESPRAIADA","JD. PAULO VI",1
"04",1341,1,"875P-10","METRÔ ANA ROSA","METRÔ BARRA FUNDA",1
"04",1794,1,"675G-41","METRÔ JABAQUARA","JD. CASTRO ALVES",1
"04",35283,2,"3008-10","CPTM ITAIM PAULISTA","JD. MIRIAM",1
"04",144,1,"2762-10","METRÔ TATUAPÉ","ERMELINO MATARAZZO",2
"04",828,1,"9785-10","METRÔ BARRA FUNDA","VL. TEREZINHA",1
"04",33704,2,"2722-31","JD. VERÔNIA","METRÔ GUILHERMINA/ESPERANÇA",1
"04",35330,2,"8030-10","TERM. VL. SÔNIA","PARAISÓPOLIS",1
"04",34754,2,"6076-41","TERM. STO. AMARO","JD. SATÉLITE II",1
"04",33628,2,"172U-10","MOOCA","CEM. PQ. DOS PINHEIROS",1
"04",34494,2,"8020-10","SHOP. MORUMBI","BUTANTÃ",1
"04",924,1,"2710-10","BURGO PAULISTA","METRÔ PATRIARCA",3
"04",2608,1,"8085-10","CIRCULAR USP","P3",1
"04",201,1,"6840-10","TERM. CAPELINHA","TERM. JD. JACIRA",9
"04",33357,2,"975A-10","METRÔ ANA ROSA","VL. BRASILÂNDIA",1
"04",35154,2,"N534-11","VL. ARAPUÁ","TERM. SACOMÃ",1
"04",34211,2,"6960-10","TERM. STO. AMARO","TERM. VARGINHA",2
"04",883,1,"9047-10","LAPA","JD. PAULISTANO",4
"04",2139,1,"607A-10","SOCORRO","JD. APURÁ",2
"04",1193,1,"6726-10","JD. GAIVOTAS   ","TERM. GRAJAÚ",5
"04",1036,1,"3736-10","METRÔ ARTUR ALVIM","JD. NSA. SRA. DO CARMO",3
"04",666,1,"1721-10","METRÔ CARANDIRU","VL. SABRINA",2
"04",33678,2,"2202-10","CPTM GUAIANASES","JD. DAS OLIVEIRAS",4
"04",372,1,"2088-10","TERM. A. E. CARVALHO","CONJ. ENCOSTA NORTE",1
"04",2439,1,"N840-11","STA. CECÍLIA","TERM. VL. MARIANA",1
"04",2160,1,"4310-10","TERM. PQ. D. PEDRO II","E.T. ITAQUERA",6
"04",499,1,"748A-41","LAPA","JD. PERI PERI",1
"04",1202,1,"6010-10","TERM. GUARAPIRANGA","CHÁC. STA. MARIA",4
"04",1635,1,"5026-10","JD. SÃO ROBERTO","CONJ. TEOTÔNIO VILELA",1
"04",1103,1,"4033-10","NOVA CONQUISTA","JD. GUAIRACÁ",2
"04",1240,1,"677Y-10","TERM. CAPELINHA","JD. GUARUJÁ",2
"04",933,1,"2720-10","METRÔ GUILHERMINA/ESPERANÇA","JD. BELÉM",4
"04",33691,2,"2709-31","VL. UNIÃO","METRÔ PATRIARCA",1
"04",1177,1,"6092-10","TERM. GRAJAÚ","JD. DAS PEDRAS",3
"04",33728,2,"3023-10","PQ. SÃO RAFAEL","SHOP. ARICANDUVA",2
"04",2192,1,"403A-10","TERM. PENHA","CPTM JOSÉ BONIFÁCIO",2
"04",2389,1,"N537-11","TERM. VL. PRUDENTE","METRÔ VL. MARIANA",1
"04",2384,1,"N532-11","HOSP. SÃO MATEUS","TERM. SAPOPEMBA",1
"04",34936,2,"407K-10","METRÔ CARRÃO","TERM. SÃO MATEUS",1
"04",34429,2,"5038-10","TERM. SACOMÃ","PQ. BRISTOL",2
"04",1827,1,"6L01-22","TERM. VARGINHA","VL. PROGRESSO",1
"04",34747,2,"6002-10","HOSP. PEDREIRA","CID. DUTRA",1
"04",1899,1,"7063-10","TERM. CAMPO LIMPO","JD. MACEDÔNIA",4
"04",1213,1,"6035-10","STO. AMARO","VL. GILDA",5
"04",1737,1,"8010-21","SÍTIO BOTUQUARA","CPTM PERUS",1
"04",35257,2,"TREI-10","TREINAMENTO","TREINAMENTO",2
"04",2263,1,"2028-10","METRÔ TUCURUVI","VL. AYROSA",1
"04",34543,2,"6042-21","CEU CAPÃO REDONDO","TERM. CAPELINHA",1
"04",34908,2,"607A-21","EST. JURUBATUBA","JD. APURÁ",1
"04",869,1,"1780-10","METRÔ PARADA INGLESA","JD. HEBRON",1
"04",34233,2,"6913-10","TERM. BANDEIRA","TERM. VARGINHA",2
"04",1965,1,"374M-10","METRÔ ITAQUERA","CPTM ERMELINO MATARAZZO",1
"04",33165,2,"2769-10","METRÔ TATUAPÉ","JD. ROMANO",1
"04",1254,1,"8004-10","TERM. LAPA","STA. MÔNICA",1
"04",2431,1,"N832-11","PQ. CONTINENTAL","TERM. LAPA",1
"04",33656,2,"938P-10","METRÔ BARRA FUNDA","JD. TEREZA",1
"04",140,1,"2522-10","METRÔ ITAQUERA","JD. STO. ANTÔNIO",1
"04",851,1,"1709-10","METRÔ TUCURUVI","JD. JOANA D'ARC",17
"04",33793,2,"3728-10","PQ. SAVOY CITY","METRÔ ARTUR ALVIM",2
"04",580,1,"8549-10","PÇA. DO CORREIO","TAIPAS",2
"04",33685,2,"2705-10","METRÔ ITAQUERA","JD. FANGANIELO",1
"04",33474,2,"278A-10","PENHA  ","METRÔ SANTANA",1
"04",496,1,"7458-10","TERM. VL. SÔNIA","JD. BOA VISTA",1
"04",33230,2,"9501-10","LGO. DO PAISSANDÚ","TERM. CACHOEIRINHA",1
"04",33432,2,"172N-10","METRÔ BELÉM","SHOP. CENTER NORTE",2
"04",52,1,"6001-10","TERM. STO. AMARO","TERM. CAPELINHA",1
"04",896,1,"2007-10","CPTM ITAIM PAULISTA","CID. KEMEL II",3
"04",34029,2,"8017-10","TERM. PIRITUBA","CPTM VL. AURORA",2
"04",33236,2,"6250-10","TERM. BANDEIRA","JD. JAQUELINE",1
"04",2265,1,"211L-10","LAPA","MANDAQUI",1
"04",34490,2,"7001-10","JD. ÂNGELA","VL. GILDA",4
"04",2562,1,"8030-10","TERM. VL. SÔNIA","PARAISÓPOLIS",1
"04",2367,1,"N434-11","JD. IV CENTENÁRIO","TERM. VL. CARRÃO",1
"04",33569,2,"8014-10","PERUS","MORRO DOCE",2
"04",1885,1,"7051-10","TERM. CAMPO LIMPO","JD. ROSANA",1
"04",1860,1,"5362-23","VICENTE RAO","PQ. RES. COCAIA",2
"04",671,1,"1732-10","TERM. AMARAL GURGEL","VL. SABRINA",1
"04",34660,2,"857R-10","ACLIMAÇÃO","TERM. CAMPO LIMPO",4
"04",2436,1,"N837-11","CDHU BUTANTÃ","TERM. JOÃO DIAS",1
"04",34644,2,"4092-10","SETOR IIB","TERM. CID. TIRADENTES",1
"04",1062,1,"3778-10","METRÔ CARRÃO","JD. STA. TEREZINHA",4
"04",210,1,"2435-10","TERM. ARICANDUVA","JD. COIMBRA",1
"04",2361,1,"N405-11","METRÔ ITAQUERA","TERM. VL. CARRÃO",1
"04",2369,1,"N436-11","BARRO BRANCO","TERM. CID. TIRADENTES",1
"04",33752,2,"3069-10","TERM. SÃO MATEUS","JD. RECANTO VERDE SOL",5
"04",980,1,"3064-10","CPTM GUAIANASES","CID. TIRADENTES",4
"04",35376,2,"8085-10","CIRCULAR USP","P3",1
"04",34114,2,"8016-10","TERM. PIRITUBA","JD. RINCÃO",1
"04",45,1,"5318-10","PÇA. DA SÉ","CHÁC. SANTANA",2
"04",2186,1,"4013-10","TERM. SÃO MATEUS","JD. STO. ANDRÉ",2
"04",2498,1,"213E-10","METRÔ BELÉM","PQ. EDU CHAVES",1
"04",32981,2,"2451-10","TERM. ARICANDUVA","VL. SÃO FRANCISCO",1
"04",2570,1,"1012-21","JD. ROSINHA","TERM. JD. BRITÂNIA",1
"04",34495,2,"3459-24","TERM. PQ. D. PEDRO II","ITAIM PAULISTA",1
"04",34952,2,"4011-10","TERM. SÃO MATEUS","JD. LIMOEIRO",2
"04",226,1,"273R-10","METRÔ ARTUR ALVIM","JD. ROBRU",2
"04",1078,1,"3098-10","SHOP. ARICANDUVA","JD. SÃO FRANCISCO",5
"04",33477,2,"971D-10","SHOP. CENTER NORTE","JD. DAMASCENO",1
"04",33427,2,"1156-10","PÇA. DO CORREIO","VL. SABRINA",1
"04",472,1,"7725-10","TERM. LAPA","RIO PEQUENO",1
"04",186,1,"6013-10","TERM. STO. AMARO","JD. NAKAMURA",3
"04",1225,1,"6050-10","TERM. GRAJAÚ","PQ. COCAIA",1
"04",338,1,"4725-10","SHOP. IBIRAPUERA","VL. BRASILINA",1
"04",2084,1,"7022-10","TERM. STO. AMARO","JD. CAIÇARA",1
"04",984,1,"3069-10","TERM. SÃO MATEUS","JD. RECANTO VERDE SOL",4
"04",33988,2,"6043-10","TERM. STO. AMARO","JD. CAPELINHA",1
"04",35152,2,"N532-11","HOSP. SÃO MATEUS","TERM. SAPOPEMBA",1
"04",33191,2,"847P-10","VL. OLÍMPIA","TERM. PIRITUBA",1
"04",34556,2,"6805-31","TERM. JOÃO DIAS","TERM. CAPELINHA",1
"04",2281,1,"2012-10","SHOP.D","VL. MEDEIROS",1
"04",260,1,"2059-10","CPTM GUAIANASES","SÃO MIGUEL",2
"04",2142,1,"7016-21","TERM. STO. AMARO","VL. STA. LÚCIA",1
"04",34014,2,"364A-10","SHOP. ARICANDUVA","HOSP. IPIRANGA",3
"04",593,1,"5175-10","PÇA. DA SÉ","BALN. SÃO FRANCISCO",10
"04",867,1,"177Y-10","PINHEIROS","METRÔ BARRA FUNDA",1
"04",1776,1,"6012-31","JD. ÂNGELA","PQ. INDEPENDÊNCIA",1
"04",34396,2,"5143-10","TERM. PQ. D. PEDRO II","TERM. SAPOPEMBA",1
"04",1545,1,"6L07-10","TERM. VARGINHA","JD. STA. FÉ",1
"04",325,1,"4221-10","TERM. PQ. D. PEDRO II","JD. PLANALTO",1
"04",33094,2,"4286-10","TERM. VL PRUDENTE","VL. INDUSTRIAL",1
"04",33600,2,"1018-10","METRÔ SANTANA","VL. ROSA",1
"04",1606,1,"6051-31","TERM. VARGINHA","JD. ITAJAÍ",1
"04",781,1,"736I-10","STO. AMARO","JD. INGÁ",2
"04",33117,2,"478P-10","VL. ROMANA","SACOMÃ",1
"04",2339,1,"N305-11","CPTM GUAIANASES","TERM. SÃO MIGUEL",1
"04",241,1,"2767-10","METRÔ TATUAPÉ","CID. PEDRO JOSÉ NUNES",1
"04",2197,1,"407H-10","METRÔ ITAQUERA","JD. SÃO FRANCISCO",5
"04",1055,1,"3766-10","METRÔ ITAQUERA","COHAB II",11
"04",1095,1,"4025-10","METRÔ TATUAPÉ","VL. CALIFÓRNIA",2
"04",397,1,"2769-10","METRÔ TATUAPÉ","JD. ROMANO",2
"04",33790,2,"3725-10","VL. DALILA","METRÔ VL. MATILDE",2
"04",1680,1,"4726-10","METRÔ TATUAPÉ","MOOCA",2
"04",33176,2,"8047-10","LAPA","JARAGUÁ",1
"04",1287,1,"5752-10","METRÔ CONCEIÇÃO","VL. MISSIONÁRIA",1
"04",34666,2,"7062-10","TERM. CAMPO LIMPO","INOCOOP CAMPO LIMPO",1
"04",2423,1,"N742-11","TERM. PINHEIROS","TERM. JOÃO DIAS",1
"04",2387,1,"N535-11","JD. CELESTE","TERM. SACOMÃ",1
"04",2273,1,"119L-10","TERM. LAPA","VL. SULINA",1
"04",277,1,"3024-10","TERM. VL PRUDENTE","VL. INDUSTRIAL",1
"04",34955,2,"4014-10","TERM. VL. CARRÃO","JD. VL. CARRÃO",1
"04",900,1,"2014-10","METRÔ BARRA FUNDA","JD. PERY ALTO",20
"04",34779,2,"8013-41","JD. PAINEIRAS","TERM. JD. BRITANIA",2
"04",709,1,"971D-10","SHOP. CENTER NORTE","JD. DAMASCENO",2
"04",2104,1,"2010-10","SHOP. D","PQ. EDU CHAVES",1
"04",33253,2,"702C-10","METRÔ BELÉM","JD. BONFIGLIOLI",1
"04",33964,2,"695H-10","TERM. STO. AMARO","JD. HERPLIN",1
"04",34812,2,"8075-10","METRÔ BUTANTÃ","TERM. CAMPO LIMPO",1
"04",34260,2,"5018-10","JABAQUARA","SHOP. INTERLAGOS",2
"04",33667,2,"2013-10","CACHOEIRINHA","COHAB ANTÁRTICA",2
"04",1662,1,"5032-10","TERM. SACOMÃ","VL. ARAPUÁ",3
"04",33758,2,"312N-10","SÃO MIGUEL PAULISTA","TERM. CID. TIRADENTES",1
"04",33174,2,"8040-10","TERM. LAPA","SOL NASCENTE",2
"04",1151,1,"6062-10","JD. CASTRO ALVES","TERM. GRAJAÚ",3
"04",33716,2,"2733-10","METRÔ ITAQUERA","PQ. GUARANI",1
"04",34834,2,"809J-10","METRÔ MORUMBI","JD. COLOMBO",1
"04",34932,2,"6045-21","TERM. CAPELINHA","VALO VELHO",1
"04",1842,1,"2720-31","METRÔ GUILHERMINA/ESPERANÇA","JD. BELÉM",1
"04",1273,1,"8000-10","PÇA. RAMOS DE AZEVEDO","TERM. LAPA",1
"04",34740,2,"5106-21","TERM. ÁGUA ESPRAIADA","JD. SELMA",1
"04",803,1,"819A-10","JD. PRIMAVERA","CPTM VL. AURORA",3
"04",34027,2,"8009-10","TERM. PIRITUBA","CID. D'ABRIL 3ª GLEBA",1
"04",35095,2,"N238-11","CEM. PQ. DOS PINHEIROS","METRÔ SANTANA",1
"04",34685,2,"8605-10","TERM. BANDEIRA","TERM. CAMPO LIMPO",1
"04",33021,2,"3063-10","TERM. SÃO MATEUS","GUAIANASES",1
"04",363,1,"7245-10","HOSP. DAS CLÍNICAS","TERM. STO. AMARO",2
"04",132,1,"1178-10","PÇA. DO CORREIO","SÃO MIGUEL",1
"04",1162,1,"6075-10","TERM. VARGINHA","JD. REC. CAMPO BELO",1
"04",33040,2,"546T-10","TERM. STO. AMARO","VL. GUACURI",2
"04",34422,2,"2710-31","TERM. A. E. CARVALHO","METRÔ PATRIARCA",1
"04",2194,1,"407A-10","LGO. DA CONCÓRDIA","SHOP. ARICANDUVA",1
"04",35184,2,"N735-11","JD. GUARUJÁ","TERM. CAPELINHA",1
"04",33966,2,"695Y-10","METRÔ VL. MARIANA","TERM. PARELHEIROS",2
"04",33232,2,"957T-10","VL. OLÍMPIA","COHAB TAIPAS",1
"04",35190,2,"N741-11","VALO VELHO","TERM. CAPELINHA",1
"04",276,1,"3021-10","TERM. VL PRUDENTE","PQ. BANCÁRIO",1
"04",35083,2,"N205-11","TERM. PINHEIROS","TERM. CACHOEIRINHA",1
"04",340,1,"4727-10","METRÔ PÇA. DA ÁRVORE","JD. CLÍMAX",1
"04",34629,2,"5018-31","JABAQUARA","SHOP. INTERLAGOS",1
"04",466,1,"978L-10","TERM. PRINC. ISABEL","TERM. CACHOEIRINHA",2
"04",2043,1,"7012-10","TERM. GUARAPIRANGA","PQ. DO LAGO",4
"04",2341,1,"N307-11","TERM. PINHEIROS","TERM. PQ. D. PEDRO II",1
"04",33380,2,"971M-10","METRÔ SANTANA","VL. PENTEADO",1
"04",33451,2,"271F-10","METRÔ BELÉM     ","CENTER NORTE",1
"04",423,1,"847P-10","VL. OLÍMPIA","TERM. PIRITUBA",2
"04",33280,2,"7903-10","PÇA. RAMOS DE AZEVEDO","JD. JOÃO XXIII/EDUC.",2
"04",33482,2,"2101-10","PÇA. DA SÉ","PÇA. SILVIO ROMERO",1
"04",361,1,"6422-10","TERM. BANDEIRA","VL. CRUZEIRO",1
"04",33913,2,"6053-10","TERM. GRAJAÚ","JD. ELLUS",1
"04",33075,2,"874T-10","LAPA","IPIRANGA",1
"04",2144,1,"4051-10","CPTM GUAIANASES","JD. SÃO PAULO",3
"04",33891,2,"5024-31","STO. AMARO","MISSIONÁRIA",1
"04",829,1,"9789-10","METRÔ BARRA FUNDA","JD. PAULISTANO",3
"04",34317,2,"6913-21","ITAIM BIBI","TERM. VARGINHA",1
"04",856,1,"172J-10","TATUAPÉ","JD. BRASIL",4
"04",2600,1,"3069-21","TERM. SÃO MATEUS","JD. ALTO ALEGRE",1
"04",2382,1,"N508-11","TERM. PQ. D. PEDRO II","TERM. SACOMÃ",1
"04",353,1,"5154-10","TERM. PRINC. ISABEL","TERM. STO. AMARO",2
"04",34240,2,"6003-10","TERM. VARGINHA","TERM. GRAJAÚ",2
"04",2247,1,"2105-10","LGO. DA CONCÓRDIA","JD. FILHOS DA TERRA",2
"04",35303,2,"513C-10","SÃO MATEUS","VL. CALIFÓRNIA",1
"04",25,1,"6815-10","TERM. CAPELINHA","JD. COMERCIAL",1
"04",33267,2,"748A-41","LAPA","JD. PERI PERI",1
"04",1182,1,"6L08-10","HOSP. PARELHEIROS","JD. SÃO NICOLAU",2
"04",32885,2,"508L-10","ACLIMAÇÃO","TERM. PRINC. ISABEL",1
"04",884,1,"9090-10","TERM. CASA VERDE","PQ. TIETÊ",2
"04",718,1,"2290-10","TERM. PQ. D. PEDRO II","TERM. SÃO MATEUS",5
"04",33630,2,"172Y-10","METRÔ BELÉM","VL. CONSTANÇA",1
"04",2323,1,"N234-11","LGO. DO PERY","METRÔ TUCURUVI",1
"04",35063,2,"N139-11","JD. PAULISTANO","TERM. PIRITUBA",1
"05",34050,2,"5131-10","PQ. D. PEDRO II","CID. ADEMAR",1
"05",34840,2,"8705-10","ANHANGABAÚ","SHOP. CONTINENTAL",5
"05",33597,2,"9789-10","METRÔ BARRA FUNDA","JD. PAULISTANO",4
"05",1242,1,"6812-10","JD. ANGELA","JD. CAPELA",2
"05",33043,2,"675P-10","METRÔ CONCEIÇÃO","SHOP. SP MARKET",4
"05",2371,1,"N438-11","HOSP. STA. MARCELINA","METRÔ ITAQUERA",1
"05",34403,2,"5026-10","JD. SÃO ROBERTO","CONJ. TEOTÔNIO VILELA",1
"05",519,1,"118C-10","TERM. AMARAL GURGEL","JD. PERY ALTO",5
